Year,Code,Waste,WstOper,Value
2013,30,1,1,325200
2013,30,1,2,259900
2013,30,1,3,259300
2013,30,2,1,181500
2013,30,2,2,58600
2013,30,2,3,58600
2013,30,3,1,44100
2013,30,3,2,3770
2013,30,3,3,1100
2013,30,4,1,96500
2013,30,4,2,46500
2013,30,4,3,46500
2013,30,5,1,20400
2013,30,5,2,6500
2013,30,5,3,6500
2013,30,6,1,76100
2013,30,6,2,40000
2013,30,6,3,40000
2013,30,7,1,96800
2013,30,7,2,27100
2013,30,7,3,27100
2013,30,8,1,5200
2013,30,8,2,0
2013,30,8,3,0
2013,34,0,1,6695844
2013,34,0,2,4897439
2013,34,0,3,4458650
2013,34,1,1,3352539
2013,34,1,2,2660139
2013,34,1,3,2514372
2013,34,2,1,1305579
2013,34,2,2,764155
2013,34,2,3,531555
2013,34,3,1,278064
2013,34,3,2,206353
2013,34,3,3,178876
2013,34,4,1,404767
2013,34,4,2,327611
2013,34,4,3,327611
2013,34,5,1,-1
2013,34,5,2,0
2013,34,5,3,0
2013,34,6,1,-1
2013,34,6,2,0
2013,34,6,3,0
2013,34,7,1,1343638
2013,34,7,2,938677
2013,34,7,3,906236
2013,34,8,1,11257
2013,34,8,2,504
2013,34,8,3,0
2013,33,0,1,12130056
2013,33,0,2,9142759
2013,33,0,3,8059674
2013,33,1,1,4701892
2013,33,1,2,4604173
2013,33,1,3,4502773
2013,33,2,1,1979160
2013,33,2,2,1270406
2013,33,2,3,506413
2013,33,3,1,2164699
2013,33,3,2,828214
2013,33,3,3,615000
2013,33,4,1,574505
2013,33,4,2,439966
2013,33,4,3,435488
2013,33,5,1,52552
2013,33,5,2,31713
2013,33,5,3,27235
2013,33,6,1,521953
2013,33,6,2,408253
2013,33,6,3,408253
2013,33,7,1,2704950
2013,33,7,2,2000000
2013,33,7,3,2000000
2013,33,8,1,4850
2013,33,8,2,0
2013,33,8,3,0
2013,385,0,1,198570
2013,385,0,2,116797
2013,385,0,3,116797
2013,385,1,1,69130
2013,385,1,2,61002
2013,385,1,3,61002
2013,385,2,1,48747
2013,385,2,2,22060
2013,385,2,3,22060
2013,385,3,1,22398
2013,385,3,2,422
2013,385,3,3,422
2013,385,4,1,8886
2013,385,4,2,1082
2013,385,4,3,1082
2013,385,5,1,3076
2013,385,5,2,0
2013,385,5,3,0
2013,385,6,1,5810
2013,385,6,2,0
2013,385,6,3,0
2013,385,7,1,49306
2013,385,7,2,32231
2013,385,7,3,32231
2013,385,8,1,103
2013,385,8,2,0
2013,385,8,3,0
2013,39,0,1,11462983
2013,39,0,2,8768565
2013,39,0,3,7642398
2013,39,1,1,4171145
2013,39,1,2,3827604
2013,39,1,3,3530821
2013,39,2,1,2042615
2013,39,2,2,1503526
2013,39,2,3,750972
2013,39,3,1,2505000
2013,39,3,2,1473588
2013,39,3,3,1400358
2013,39,4,1,489039
2013,39,4,2,367731
2013,39,4,3,364131
2013,39,5,1,66000
2013,39,5,2,47500
2013,39,5,3,43900
2013,39,6,1,423039
2013,39,6,2,320231
2013,39,6,3,320231
2013,39,7,1,2255184
2013,39,7,2,1596116
2013,39,7,3,1596116
2013,39,8,1,0
2013,39,8,2,0
2013,39,8,3,0
2013,357,0,1,78703
2013,357,0,2,44539
2013,357,0,3,44521
2013,357,1,1,23755
2013,357,1,2,23120
2013,357,1,3,23120
2013,357,2,1,15728
2013,357,2,2,7130
2013,357,2,3,7130
2013,357,3,1,7083
2013,357,3,2,868
2013,357,3,3,850
2013,357,4,1,10245
2013,357,4,2,7239
2013,357,4,3,7239
2013,357,5,1,3648
2013,357,5,2,503
2013,357,5,3,503
2013,357,6,1,6597
2013,357,6,2,6736
2013,357,6,3,6736
2013,357,7,1,18947
2013,357,7,2,6081
2013,357,7,3,6081
2013,357,8,1,2945
2013,357,8,2,101
2013,357,8,3,101
2013,371,0,1,229318
2013,371,0,2,124912
2013,371,0,3,116898
2013,371,1,1,67889
2013,371,1,2,51189
2013,371,1,3,50726
2013,371,2,1,40529
2013,371,2,2,14575
2013,371,2,3,9935
2013,371,3,1,56243
2013,371,3,2,22895
2013,371,3,3,20468
2013,371,4,1,10567
2013,371,4,2,5981
2013,371,4,3,5979
2013,371,5,1,-1
2013,371,5,2,0
2013,371,5,3,0
2013,371,6,1,-1
2013,371,6,2,0
2013,371,6,3,0
2013,371,7,1,54090
2013,371,7,2,30272
2013,371,7,3,29790
2013,371,8,1,0
2013,371,8,2,0
2013,371,8,3,0
2013,370,0,1,319744
2013,370,0,2,172247
2013,370,0,3,171136
2013,370,1,1,91598
2013,370,1,2,79925
2013,370,1,3,79925
2013,370,2,1,63207
2013,370,2,2,27105
2013,370,2,3,27105
2013,370,3,1,81718
2013,370,3,2,17694
2013,370,3,3,16583
2013,370,4,1,15079
2013,370,4,2,9896
2013,370,4,3,9896
2013,370,5,1,-1
2013,370,5,2,0
2013,370,5,3,0
2013,370,6,1,-1
2013,370,6,2,0
2013,370,6,3,0
2013,370,7,1,66545
2013,370,7,2,36434
2013,370,7,3,36434
2013,370,8,1,1597
2013,370,8,2,1193
2013,370,8,3,1193
2013,352,0,1,112007
2013,352,0,2,102774
2013,352,0,3,70287
2013,352,1,1,31260
2013,352,1,2,29534
2013,352,1,3,23272
2013,352,2,1,27224
2013,352,2,2,23648
2013,352,2,3,8756
2013,352,3,1,12010
2013,352,3,2,11920
2013,352,3,3,6123
2013,352,4,1,5080
2013,352,4,2,4245
2013,352,4,3,4245
2013,352,5,1,-1
2013,352,5,2,0
2013,352,5,3,0
2013,352,6,1,-1
2013,352,6,2,0
2013,352,6,3,0
2013,352,7,1,29435
2013,352,7,2,27891
2013,352,7,3,27891
2013,352,8,1,6997
2013,352,8,2,5536
2013,352,8,3,0
2013,36,0,1,1022362
2013,36,0,2,616299
2013,36,0,3,502755
2013,36,1,1,388618
2013,36,1,2,338205
2013,36,1,3,304238
2013,36,2,1,275500
2013,36,2,2,152986
2013,36,2,3,84972
2013,36,3,1,185763
2013,36,3,2,25409
2013,36,3,3,13951
2013,36,4,1,70387
2013,36,4,2,66580
2013,36,4,3,66580
2013,36,5,1,-1
2013,36,5,2,0
2013,36,5,3,0
2013,36,6,1,-1
2013,36,6,2,0
2013,36,6,3,0
2013,36,7,1,101577
2013,36,7,2,32888
2013,36,7,3,32888
2013,36,8,1,517
2013,36,8,2,231
2013,36,8,3,126
2013,356,0,1,57032
2013,356,0,2,21805
2013,356,0,3,21712
2013,356,1,1,26455
2013,356,1,2,12830
2013,356,1,3,12806
2013,356,2,1,11481
2013,356,2,2,2642
2013,356,2,3,2593
2013,356,3,1,4362
2013,356,3,2,84
2013,356,3,3,64
2013,356,4,1,3497
2013,356,4,2,1200
2013,356,4,3,1200
2013,356,5,1,-1
2013,356,5,2,0
2013,356,5,3,0
2013,356,6,1,-1
2013,356,6,2,0
2013,356,6,3,0
2013,356,7,1,10279
2013,356,7,2,5049
2013,356,7,3,5049
2013,356,8,1,958
2013,356,8,2,0
2013,356,8,3,0
2013,31,0,1,2814000
2013,31,0,2,2651350
2013,31,0,3,1982000
2013,31,1,1,1200000
2013,31,1,2,1192900
2013,31,1,3,1058000
2013,31,2,1,468000
2013,31,2,2,456800
2013,31,2,3,218000
2013,31,3,1,390000
2013,31,3,2,380650
2013,31,3,3,85000
2013,31,4,1,204000
2013,31,4,2,190000
2013,31,4,3,190000
2013,31,5,1,-1
2013,31,5,2,0
2013,31,5,3,0
2013,31,6,1,-1
2013,31,6,2,0
2013,31,6,3,0
2013,31,7,1,540000
2013,31,7,2,431000
2013,31,7,3,431000
2013,31,8,1,12000
2013,31,8,2,0
2013,31,8,3,0
2013,43,0,1,1271696
2013,43,0,2,1221680
2013,43,0,3,846695
2013,43,1,1,518101
2013,43,1,2,505922
2013,43,1,3,436636
2013,43,2,1,288714
2013,43,2,2,288714
2013,43,2,3,99258
2013,43,3,1,89820
2013,43,3,2,89820
2013,43,3,3,18248
2013,43,4,1,57400
2013,43,4,2,50200
2013,43,4,3,50200
2013,43,5,1,-1
2013,43,5,2,0
2013,43,5,3,0
2013,43,6,1,-1
2013,43,6,2,0
2013,43,6,3,0
2013,43,7,1,272639
2013,43,7,2,242002
2013,43,7,3,231158
2013,43,8,1,45022
2013,43,8,2,45022
2013,43,8,3,11195
2013,48,0,1,4826420
2013,48,0,2,2430321
2013,48,0,3,1740181
2013,48,1,1,1556345
2013,48,1,2,985420
2013,48,1,3,778121
2013,48,2,1,895086
2013,48,2,2,186586
2013,48,2,3,178899
2013,48,3,1,1059087
2013,48,3,2,679644
2013,48,3,3,232016
2013,48,4,1,247297
2013,48,4,2,87714
2013,48,4,3,85317
2013,48,5,1,86926
2013,48,5,2,31470
2013,48,5,3,29530
2013,48,6,1,160371
2013,48,6,2,56244
2013,48,6,3,55787
2013,48,7,1,1068605
2013,48,7,2,490957
2013,48,7,3,465828
2013,48,8,1,0
2013,48,8,2,0
2013,48,8,3,0
2013,351,0,1,1559170
2013,351,0,2,1010316
2013,351,0,3,958956
2013,351,1,1,700941
2013,351,1,2,530388
2013,351,1,3,514768
2013,351,2,1,357175
2013,351,2,2,160588
2013,351,2,3,126071
2013,351,3,1,49770
2013,351,3,2,50223
2013,351,3,3,49000
2013,351,4,1,88300
2013,351,4,2,66800
2013,351,4,3,66800
2013,351,5,1,-1
2013,351,5,2,0
2013,351,5,3,0
2013,351,6,1,-1
2013,351,6,2,0
2013,351,6,3,0
2013,351,7,1,362984
2013,351,7,2,202317
2013,351,7,3,202317
2013,351,8,1,0
2013,351,8,2,0
2013,351,8,3,0
2013,40,0,1,1054139
2013,40,0,2,574048
2013,40,0,3,556621
2013,40,1,1,311578
2013,40,1,2,239745
2013,40,1,3,232580
2013,40,2,1,290279
2013,40,2,2,158218
2013,40,2,3,149940
2013,40,3,1,248660
2013,40,3,2,73886
2013,40,3,3,71902
2013,40,4,1,54406
2013,40,4,2,28732
2013,40,4,3,28732
2013,40,5,1,-1
2013,40,5,2,0
2013,40,5,3,0
2013,40,6,1,-1
2013,40,6,2,0
2013,40,6,3,0
2013,40,7,1,149205
2013,40,7,2,73467
2013,40,7,3,73467
2013,40,8,1,11
2013,40,8,2,0
2013,40,8,3,0
2013,386,0,1,200396
2013,386,0,2,185404
2013,386,0,3,138209
2013,386,1,1,79125
2013,386,1,2,65057
2013,386,1,3,62241
2013,386,2,1,42050
2013,386,2,2,53755
2013,386,2,3,34364
2013,386,3,1,28909
2013,386,3,2,13926
2013,386,3,3,4355
2013,386,4,1,15260
2013,386,4,2,8912
2013,386,4,3,8912
2013,386,5,1,-1
2013,386,5,2,0
2013,386,5,3,0
2013,386,6,1,-1
2013,386,6,2,0
2013,386,6,3,0
2013,386,7,1,32982
2013,386,7,2,28319
2013,386,7,3,28319
2013,386,8,1,2070
2013,386,8,2,15435
2013,386,8,3,18
2013,421,0,1,442659
2013,421,0,2,307507
2013,421,0,3,291790
2013,421,1,1,182143
2013,421,1,2,147592
2013,421,1,3,145165
2013,421,2,1,97784
2013,421,2,2,60335
2013,421,2,3,53859
2013,421,3,1,60155
2013,421,3,2,28387
2013,421,3,3,21925
2013,421,4,1,22788
2013,421,4,2,15716
2013,421,4,3,15705
2013,421,5,1,-1
2013,421,5,2,0
2013,421,5,3,0
2013,421,6,1,-1
2013,421,6,2,0
2013,421,6,3,0
2013,421,7,1,72134
2013,421,7,2,52595
2013,421,7,3,52595
2013,421,8,1,7655
2013,421,8,2,2882
2013,421,8,3,2541
2013,358,0,1,716686
2013,358,0,2,667706
2013,358,0,3,415436
2013,358,1,1,258674
2013,358,1,2,292399
2013,358,1,3,252399
2013,358,2,1,117750
2013,358,2,2,63751
2013,358,2,3,26751
2013,358,3,1,206619
2013,358,3,2,206299
2013,358,3,3,31029
2013,358,4,1,51490
2013,358,4,2,42135
2013,358,4,3,42135
2013,358,5,1,-1
2013,358,5,2,0
2013,358,5,3,0
2013,358,6,1,-1
2013,358,6,2,0
2013,358,6,3,0
2013,358,7,1,82153
2013,358,7,2,63122
2013,358,7,3,63122
2013,358,8,1,-1
2013,358,8,2,0
2013,358,8,3,0
2013,46,0,1,1048053
2013,46,0,2,819890
2013,46,0,3,753962
2013,46,1,1,522738
2013,46,1,2,409638
2013,46,1,3,409638
2013,46,2,1,222567
2013,46,2,2,126842
2013,46,2,3,101444
2013,46,3,1,36487
2013,46,3,2,62397
2013,46,3,3,21867
2013,46,4,1,58116
2013,46,4,2,44999
2013,46,4,3,44999
2013,46,5,1,26796
2013,46,5,2,18452
2013,46,5,3,18452
2013,46,6,1,31320
2013,46,6,2,26547
2013,46,6,3,26547
2013,46,7,1,197768
2013,46,7,2,176014
2013,46,7,3,176014
2013,46,8,1,10377
2013,46,8,2,0
2013,46,8,3,0
2013,44,0,1,10384147
2013,44,0,2,7549031
2013,44,0,3,6710149
2013,44,1,1,3867645
2013,44,1,2,3962106
2013,44,1,3,3458777
2013,44,2,1,2259600
2013,44,2,2,1049777
2013,44,2,3,714224
2013,44,3,1,1029058
2013,44,3,2,435602
2013,44,3,3,435602
2013,44,4,1,806054
2013,44,4,2,462495
2013,44,4,3,462495
2013,44,5,1,163785
2013,44,5,2,71048
2013,44,5,3,71048
2013,44,6,1,642269
2013,44,6,2,391447
2013,44,6,3,391447
2013,44,7,1,2399235
2013,44,7,2,1639051
2013,44,7,3,1639051
2013,44,8,1,22555
2013,44,8,2,0
2013,44,8,3,0
2013,354,0,1,-1
2013,354,0,2,-1
2013,354,0,3,-1
2013,354,1,1,-1
2013,354,1,2,-1
2013,354,1,3,-1
2013,354,2,1,-1
2013,354,2,2,-1
2013,354,2,3,-1
2013,354,3,1,-1
2013,354,3,2,-1
2013,354,3,3,-1
2013,354,4,1,-1
2013,354,4,2,-1
2013,354,4,3,-1
2013,354,5,1,-1
2013,354,5,2,-1
2013,354,5,3,-1
2013,354,6,1,-1
2013,354,6,2,-1
2013,354,6,3,-1
2013,354,7,1,-1
2013,354,7,2,-1
2013,354,7,3,-1
2013,354,8,1,-1
2013,354,8,2,-1
2013,354,8,3,-1
2013,423,0,1,5632
2013,423,0,2,5120
2013,423,0,3,2833
2013,423,1,1,2246
2013,423,1,2,2246
2013,423,1,3,1705
2013,423,2,1,713
2013,423,2,2,713
2013,423,2,3,47
2013,423,3,1,647
2013,423,3,2,647
2013,423,3,3,0
2013,423,4,1,286
2013,423,4,2,286
2013,423,4,3,286
2013,423,5,1,205
2013,423,5,2,205
2013,423,5,3,205
2013,423,6,1,81
2013,423,6,2,81
2013,423,6,3,81
2013,423,7,1,1307
2013,423,7,2,795
2013,423,7,3,795
2013,423,8,1,433
2013,423,8,2,433
2013,423,8,3,0
2013,47,0,1,740015
2013,47,0,2,689859
2013,47,0,3,403362
2013,47,1,1,301625
2013,47,1,2,297858
2013,47,1,3,245402
2013,47,2,1,171646
2013,47,2,2,158591
2013,47,2,3,66591
2013,47,3,1,164897
2013,47,3,2,154591
2013,47,3,3,13204
2013,47,4,1,20804
2013,47,4,2,15188
2013,47,4,3,14534
2013,47,5,1,-1
2013,47,5,2,0
2013,47,5,3,0
2013,47,6,1,-1
2013,47,6,2,0
2013,47,6,3,0
2013,47,7,1,73812
2013,47,7,2,63631
2013,47,7,3,63631
2013,47,8,1,7231
2013,47,8,2,0
2013,47,8,3,0
2014,32,0,1,1741867
2014,32,0,2,1728391
2014,32,0,3,1416804
2014,32,1,1,681114
2014,32,1,2,676869
2014,32,1,3,617005
2014,32,2,1,329130
2014,32,2,2,323522
2014,32,2,3,137538
2014,32,3,1,192116
2014,32,3,2,192116
2014,32,3,3,138687
2014,32,4,1,119661
2014,32,4,2,117482
2014,32,4,3,117482
2014,32,5,1,-1
2014,32,5,2,0
2014,32,5,3,0
2014,32,6,1,-1
2014,32,6,2,0
2014,32,6,3,0
2014,32,7,1,405414
2014,32,7,2,405414
2014,32,7,3,405414
2014,32,8,1,14432
2014,32,8,2,12988
2014,32,8,3,678
2014,359,0,1,378668
2014,359,0,2,235540
2014,359,0,3,234901
2014,359,1,1,129580
2014,359,1,2,91109
2014,359,1,3,90800
2014,359,2,1,102093
2014,359,2,2,65467
2014,359,2,3,65408
2014,359,3,1,48725
2014,359,3,2,18442
2014,359,3,3,18421
2014,359,4,1,15998
2014,359,4,2,10738
2014,359,4,3,10738
2014,359,5,1,-1
2014,359,5,2,0
2014,359,5,3,0
2014,359,6,1,-1
2014,359,6,2,0
2014,359,6,3,0
2014,359,7,1,78251
2014,359,7,2,49434
2014,359,7,3,49434
2014,359,8,1,4021
2014,359,8,2,351
2014,359,8,3,100
2014,420,0,1,1019805
2014,420,0,2,801197
2014,420,0,3,744281
2014,420,1,1,410675
2014,420,1,2,382754
2014,420,1,3,363906
2014,420,2,1,218871
2014,420,2,2,159464
2014,420,2,3,127338
2014,420,3,1,113118
2014,420,3,2,80303
2014,420,3,3,74783
2014,420,4,1,59403
2014,420,4,2,38584
2014,420,4,3,38584
2014,420,5,1,10116
2014,420,5,2,4674
2014,420,5,3,4674
2014,420,6,1,49287
2014,420,6,2,33910
2014,420,6,3,33910
2014,420,7,1,189542
2014,420,7,2,135697
2014,420,7,3,135697
2014,420,8,1,28196
2014,420,8,2,4395
2014,420,8,3,3973
2014,45,0,1,910929
2014,45,0,2,839971
2014,45,0,3,635794
2014,45,1,1,372984
2014,45,1,2,394227
2014,45,1,3,342219
2014,45,2,1,187472
2014,45,2,2,184187
2014,45,2,3,57635
2014,45,3,1,154363
2014,45,3,2,100990
2014,45,3,3,80990
2014,45,4,1,34446
2014,45,4,2,24573
2014,45,4,3,24573
2014,45,5,1,-1
2014,45,5,2,0
2014,45,5,3,0
2014,45,6,1,-1
2014,45,6,2,0
2014,45,6,3,0
2014,45,7,1,155903
2014,45,7,2,130377
2014,45,7,3,130377
2014,45,8,1,5761
2014,45,8,2,5617
2014,45,8,3,0
2014,49,0,1,17777700
2014,49,0,2,17380177
2014,49,0,3,12692758
2014,49,1,1,8148800
2014,49,1,2,8130405
2014,49,1,3,7109972
2014,49,2,1,2945600
2014,49,2,2,2940698
2014,49,2,3,1479000
2014,49,3,1,2981400
2014,49,3,2,2975610
2014,49,3,3,800000
2014,49,4,1,928200
2014,49,4,2,867979
2014,49,4,3,858295
2014,49,5,1,107400
2014,49,5,2,104318
2014,49,5,3,94634
2014,49,6,1,820800
2014,49,6,2,763661
2014,49,6,3,763661
2014,49,7,1,2748300
2014,49,7,2,2445491
2014,49,7,3,2445491
2014,49,8,1,25400
2014,49,8,2,19994
2014,49,8,3,0
2014,372,0,1,227808
2014,372,0,2,186812
2014,372,0,3,137342
2014,372,1,1,73804
2014,372,1,2,66857
2014,372,1,3,54793
2014,372,2,1,65955
2014,372,2,2,50084
2014,372,2,3,19311
2014,372,3,1,20677
2014,372,3,2,19454
2014,372,3,3,12821
2014,372,4,1,26244
2014,372,4,2,20478
2014,372,4,3,20478
2014,372,5,1,-1
2014,372,5,2,0
2014,372,5,3,0
2014,372,6,1,-1
2014,372,6,2,0
2014,372,6,3,0
2014,372,7,1,41128
2014,372,7,2,29939
2014,372,7,3,29939
2014,372,8,1,0
2014,372,8,2,0
2014,372,8,3,0
2014,353,0,1,969423
2014,353,0,2,878425
2014,353,0,3,662158
2014,353,1,1,393808
2014,353,1,2,383467
2014,353,1,3,312752
2014,353,2,1,276309
2014,353,2,2,229906
2014,353,2,3,97824
2014,353,3,1,85768
2014,353,3,2,84919
2014,353,3,3,72696
2014,353,4,1,61638
2014,353,4,2,50849
2014,353,4,3,49602
2014,353,5,1,-1
2014,353,5,2,0
2014,353,5,3,0
2014,353,6,1,-1
2014,353,6,2,0
2014,353,6,3,0
2014,353,7,1,148925
2014,353,7,2,129246
2014,353,7,3,129246
2014,353,8,1,2975
2014,353,8,2,38
2014,353,8,3,38
2014,30,0,1,747900
2014,30,0,2,405820
2014,30,0,3,402220
2014,30,1,1,330700
2014,30,1,2,261730
2014,30,1,3,261730
2014,30,2,1,184400
2014,30,2,2,60410
2014,30,2,3,60410
2014,30,3,1,45600
2014,30,3,2,11520
2014,30,3,3,7920
2014,30,4,1,88800
2014,30,4,2,52210
2014,30,4,3,52210
2014,30,5,1,19200
2014,30,5,2,0
2014,30,5,3,0
2014,30,6,1,69600
2014,30,6,2,0
2014,30,6,3,0
2014,30,7,1,93000
2014,30,7,2,19950
2014,30,7,3,19950
2014,30,8,1,5400
2014,30,8,2,0
2014,30,8,3,0
2014,34,0,1,6862569
2014,34,0,2,5148376
2014,34,0,3,4711661
2014,34,1,1,3356000
2014,34,1,2,2789044
2014,34,1,3,2625000
2014,34,2,1,1418487
2014,34,2,2,836755
2014,34,2,3,602245
2014,34,3,1,290395
2014,34,3,2,217692
2014,34,3,3,186707
2014,34,4,1,424946
2014,34,4,2,344443
2014,34,4,3,344443
2014,34,5,1,-1
2014,34,5,2,0
2014,34,5,3,0
2014,34,6,1,-1
2014,34,6,2,0
2014,34,6,3,0
2014,34,7,1,1368393
2014,34,7,2,960442
2014,34,7,3,953266
2014,34,8,1,4348
2014,34,8,2,0
2014,34,8,3,0
2014,33,0,1,12473429
2014,33,0,2,9301637
2014,33,0,3,8137473
2014,33,1,1,4793755
2014,33,1,2,4655129
2014,33,1,3,4509359
2014,33,2,1,2062443
2014,33,2,2,1320129
2014,33,2,3,519752
2014,33,3,1,2288582
2014,33,3,2,858964
2014,33,3,3,645750
2014,33,4,1,581878
2014,33,4,2,423415
2014,33,4,3,418612
2014,33,5,1,54381
2014,33,5,2,33471
2014,33,5,3,28668
2014,33,6,1,527497
2014,33,6,2,389944
2014,33,6,3,389944
2014,33,7,1,2739291
2014,33,7,2,2044000
2014,33,7,3,2044000
2014,33,8,1,7480
2014,33,8,2,0
2014,33,8,3,0
2014,385,0,1,204708
2014,385,0,2,108105
2014,385,0,3,107957
2014,385,1,1,73205
2014,385,1,2,56293
2014,385,1,3,56293
2014,385,2,1,49094
2014,385,2,2,18664
2014,385,2,3,18516
2014,385,3,1,23125
2014,385,3,2,88
2014,385,3,3,88
2014,385,4,1,8757
2014,385,4,2,1012
2014,385,4,3,1012
2014,385,5,1,2978
2014,385,5,2,0
2014,385,5,3,0
2014,385,6,1,5779
2014,385,6,2,0
2014,385,6,3,0
2014,385,7,1,50447
2014,385,7,2,32048
2014,385,7,3,32048
2014,385,8,1,80
2014,385,8,2,0
2014,385,8,3,0
2014,39,0,1,11962324
2014,39,0,2,9143683
2014,39,0,3,7823147
2014,39,1,1,4421443
2014,39,1,2,3859270
2014,39,1,3,3481548
2014,39,2,1,2081947
2014,39,2,2,1642442
2014,39,2,3,790415
2014,39,3,1,2633818
2014,39,3,2,1641089
2014,39,3,3,1553402
2014,39,4,1,526682
2014,39,4,2,386054
2014,39,4,3,382954
2014,39,5,1,63400
2014,39,5,2,50200
2014,39,5,3,47100
2014,39,6,1,463282
2014,39,6,2,335854
2014,39,6,3,335854
2014,39,7,1,2298434
2014,39,7,2,1614828
2014,39,7,3,1614828
2014,39,8,1,0
2014,39,8,2,0
2014,39,8,3,0
2014,357,0,1,73047
2014,357,0,2,42914
2014,357,0,3,42861
2014,357,1,1,23489
2014,357,1,2,22743
2014,357,1,3,22722
2014,357,2,1,15822
2014,357,2,2,7380
2014,357,2,3,7371
2014,357,3,1,6032
2014,357,3,2,719
2014,357,3,3,696
2014,357,4,1,6428
2014,357,4,2,6259
2014,357,4,3,6259
2014,357,5,1,2817
2014,357,5,2,633
2014,357,5,3,633
2014,357,6,1,3611
2014,357,6,2,5626
2014,357,6,3,5626
2014,357,7,1,17809
2014,357,7,2,5739
2014,357,7,3,5739
2014,357,8,1,3467
2014,357,8,2,74
2014,357,8,3,74
2014,371,0,1,221614
2014,371,0,2,129351
2014,371,0,3,121704
2014,371,1,1,64602
2014,371,1,2,53074
2014,371,1,3,52656
2014,371,2,1,38703
2014,371,2,2,15097
2014,371,2,3,14082
2014,371,3,1,54938
2014,371,3,2,23254
2014,371,3,3,17454
2014,371,4,1,10310
2014,371,4,2,5337
2014,371,4,3,5336
2014,371,5,1,-1
2014,371,5,2,0
2014,371,5,3,0
2014,371,6,1,-1
2014,371,6,2,0
2014,371,6,3,0
2014,371,7,1,53061
2014,371,7,2,32589
2014,371,7,3,32176
2014,371,8,1,0
2014,371,8,2,0
2014,371,8,3,0
2014,370,0,1,344726
2014,370,0,2,199684
2014,370,0,3,198882
2014,370,1,1,95931
2014,370,1,2,85469
2014,370,1,3,85469
2014,370,2,1,67070
2014,370,2,2,34346
2014,370,2,3,34346
2014,370,3,1,95407
2014,370,3,2,26765
2014,370,3,3,25963
2014,370,4,1,15768
2014,370,4,2,10495
2014,370,4,3,10495
2014,370,5,1,-1
2014,370,5,2,0
2014,370,5,3,0
2014,370,6,1,-1
2014,370,6,2,0
2014,370,6,3,0
2014,370,7,1,69130
2014,370,7,2,41812
2014,370,7,3,41812
2014,370,8,1,1420
2014,370,8,2,797
2014,370,8,3,797
2014,352,0,1,108576
2014,352,0,2,104294
2014,352,0,3,70520
2014,352,1,1,31125
2014,352,1,2,30095
2014,352,1,3,24093
2014,352,2,1,25548
2014,352,2,2,24064
2014,352,2,3,9416
2014,352,3,1,11187
2014,352,3,2,11141
2014,352,3,3,3504
2014,352,4,1,5382
2014,352,4,2,4961
2014,352,4,3,4961
2014,352,5,1,-1
2014,352,5,2,0
2014,352,5,3,0
2014,352,6,1,-1
2014,352,6,2,0
2014,352,6,3,0
2014,352,7,1,29348
2014,352,7,2,28546
2014,352,7,3,28546
2014,352,8,1,5985
2014,352,8,2,5487
2014,352,8,3,0
2014,36,0,1,1012087
2014,36,0,2,604524
2014,36,0,3,529273
2014,36,1,1,454506
2014,36,1,2,338760
2014,36,1,3,300761
2014,36,2,1,258560
2014,36,2,2,129028
2014,36,2,3,95090
2014,36,3,1,132654
2014,36,3,2,44705
2014,36,3,3,41397
2014,36,4,1,68000
2014,36,4,2,56798
2014,36,4,3,56798
2014,36,5,1,-1
2014,36,5,2,0
2014,36,5,3,0
2014,36,6,1,-1
2014,36,6,2,0
2014,36,6,3,0
2014,36,7,1,96680
2014,36,7,2,35068
2014,36,7,3,35068
2014,36,8,1,1687
2014,36,8,2,165
2014,36,8,3,159
2014,356,0,1,58128
2014,356,0,2,23981
2014,356,0,3,23876
2014,356,1,1,27053
2014,356,1,2,15043
2014,356,1,3,15009
2014,356,2,1,11179
2014,356,2,2,3752
2014,356,2,3,3681
2014,356,3,1,4392
2014,356,3,2,291
2014,356,3,3,291
2014,356,4,1,3721
2014,356,4,2,1456
2014,356,4,3,1456
2014,356,5,1,-1
2014,356,5,2,0
2014,356,5,3,0
2014,356,6,1,-1
2014,356,6,2,0
2014,356,6,3,0
2014,356,7,1,11009
2014,356,7,2,3439
2014,356,7,3,3439
2014,356,8,1,774
2014,356,8,2,0
2014,356,8,3,0
2014,31,0,1,2787000
2014,31,0,2,2626700
2014,31,0,3,1964000
2014,31,1,1,1179000
2014,31,1,2,1170700
2014,31,1,3,1013000
2014,31,2,1,474000
2014,31,2,2,463950
2014,31,2,3,240000
2014,31,3,1,387000
2014,31,3,2,378050
2014,31,3,3,97000
2014,31,4,1,200000
2014,31,4,2,187000
2014,31,4,3,187000
2014,31,5,1,-1
2014,31,5,2,0
2014,31,5,3,0
2014,31,6,1,-1
2014,31,6,2,0
2014,31,6,3,0
2014,31,7,1,533000
2014,31,7,2,427000
2014,31,7,3,427000
2014,31,8,1,14000
2014,31,8,2,0
2014,31,8,3,0
2014,43,0,1,1303528
2014,43,0,2,1253750
2014,43,0,3,867939
2014,43,1,1,542419
2014,43,1,2,530148
2014,43,1,3,460316
2014,43,2,1,291968
2014,43,2,2,291968
2014,43,2,3,98035
2014,43,3,1,93338
2014,43,3,2,93338
2014,43,3,3,18579
2014,43,4,1,55982
2014,43,4,2,48700
2014,43,4,3,48700
2014,43,5,1,-1
